"A1_CITY","A2_PROVINCE","B3_GENDER","B4_AGE","B5_RELIGION","B6_ETHNIC","B7_EDUCATION_LEVEL","B8_LIVED_IN_URBAN_AREA_YEARS","B9_OCCUPATION","B10_SOCIAL_CLAS","B11_HOUSEHOLD_MEMBER","C12_HOUSEHOLD_INCOME_MONTHLY_IN_MILLION_IDR","C13_TIME_OF_INCOME_RECEIPT","C14_HOUSEHOLD_EXPENDITURE_MONTHLY_IN_MILLION_IDR","C15_%_MONTHLY_EXPENDITURE_FOR_FOOD","D16_HEALTH_FACTOR","D17_PRICE_FACTOR","E18_RELIGIOUS_VALUE_IN_TYPE_OF_FOOD","E19_RELIGIOUS_VALUE_IN_EATING_PLACES","E20_RELIGIOUS_VALUE_IN_CONSUMPTION_PATTERN","E21_CUSTOM_VALUE_IN_TYPE_OF_FOOD","E22_CUSTOM_VALUE_IN_EATING_PLACES","E23_CUSTOM_VALUE_IN_CONSUMPTION_PATTERN","24_PRACTICE_OF_FOOD_CONSUMPTION_BASED_ON_RELIGIOUS_RULES","25_PRACTICE_OF_FOOD_CONSUMPTION_BASED_ON_CUSTOM_RULES","E26_BUYING_FOOD_PRODUCT_IN_THE_RIGHT_PLACE_BASED_ON_RELIGIOUS_RULES","E27_TYPE_OF_DISHES_VARIATION_BASED_ON_RELIGIOUS_RULES","E28_PRACTICE_OF_CONSUMING_TRADITIONAL_FOOD","SOURCE_FILE","PROCESS_DATE"
"DENPASAR","BALI","FEMALE","34","ISLAM","JAVA","SENIOR HIGH SCHOOL","34","GOVERNMENT EMPLOYEES","MIDDLE CLASS","5","05:09:00","WEEKLY","06:01:00","33","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","51","CATHOLIC","OTHER","JUNIOR HIGH SCHOOL","11","ENTERPRENEUR","UPPER CLASS","6","11:04:00","MONTHLY","11:06:00","19","STRONGLY AGREE","DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","AGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","39","ISLAM","JAVA","DIPLOMA","39","ENTERPRENEUR","LOWER CLASS","6","03:00:00","DAILY","03:02:00","69","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","42","ISLAM","JAVA","DIPLOMA","42","ENTERPRENEUR","UPPER CLASS","6","15:07:00","MONTHLY","15:09:00","23","STRONGLY AGREE","DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","STRONGLY AGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","52","ISLAM","JAVA","DIPLOMA","22","PRIVATE EMPLOYEES","UPPER CLASS","6","13:02:00","MONTHLY","13:04:00","25","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","51","PROTESTANT","BALI","SENIOR HIGH SCHOOL","30","PRIVATE EMPLOYEES","LOWER CLASS","5","03:04:00","DAILY","03:06:00","58","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","30","HINDU","BALI","JUNIOR HIGH SCHOOL","21","PRIVATE EMPLOYEES","MIDDLE CLASS","6","06:08:00","WEEKLY","07:00:00","44","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","37","HINDU","BALI","BACHELOR DEGREE","24","PRIVATE EMPLOYEES","MIDDLE CLASS","6","04:08:00","WEEKLY","05:00:00","35","AGREE","AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","42","HINDU","BALI","SENIOR HIGH SCHOOL","22","PRIVATE EMPLOYEES","LOWER CLASS","6","02:09:00","DAILY","03:01:00","59","DISAGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","26","HINDU","BALI","DIPLOMA","26","PRIVATE EMPLOYEES","LOWER CLASS","6","03:05:00","DAILY","03:07:00","65","AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","37","HINDU","BALI","BACHELOR DEGREE","15","PRIVATE EMPLOYEES","MIDDLE CLASS","6","05:07:00","WEEKLY","05:09:00","41","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","52","ISLAM","JAVA","SENIOR HIGH SCHOOL","22","TEACHER/LECTURER","UPPER CLASS","7","11:03:00","MONTHLY","11:05:00","26","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","25","HINDU","BALI","PRIMARY SCHOOL","25","TEACHER/LECTURER","LOWER CLASS","6","02:07:00","DAILY","02:09:00","76","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","34","HINDU","BALI","PRIMARY SCHOOL","34","GOVERNMENT EMPLOYEES","UPPER CLASS","6","10:01:00","MONTHLY","10:03:00","22","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","57","PROTESTANT","BALI","JUNIOR HIGH SCHOOL","23","GOVERNMENT EMPLOYEES","UPPER CLASS","6","12:05:00","MONTHLY","12:07:00","18","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","54","PROTESTANT","OTHER","SENIOR HIGH SCHOOL","29","GOVERNMENT EMPLOYEES","LOWER CLASS","6","03:02:00","DAILY","03:04:00","57","AGREE","AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","58","HINDU","BALI","MASTER AND DOCTORAL DEGREE","27","GOVERNMENT EMPLOYEES","MIDDLE CLASS","6","06:02:00","WEEKLY","06:04:00","43","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","24","HINDU","BALI","SENIOR HIGH SCHOOL","24","GOVERNMENT EMPLOYEES","MIDDLE CLASS","5","06:04:00","WEEKLY","06:06:00","38","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","42","HINDU","BALI","BACHELOR DEGREE","22","POLICE OFFICER/ARMY","LOWER CLASS","6","03:07:00","DAILY","03:09:00","61","AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","55","CATHOLIC","JAVA","MASTER AND DOCTORAL DEGREE","33","POLICE OFFICER/ARMY","MIDDLE CLASS","5","05:09:00","WEEKLY","06:01:00","58","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","54","HINDU","BALI","MASTER AND DOCTORAL DEGREE","32","PRIVATE EMPLOYEES","MIDDLE CLASS","5","06:07:00","WEEKLY","06:09:00","34","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","28","ISLAM","JAVA","BACHELOR DEGREE","28","PRIVATE EMPLOYEES","UPPER CLASS","6","10:09:00","MONTHLY","11:01:00","26","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","34","PROTESTANT","BALI","SENIOR HIGH SCHOOL","34","GOVERNMENT EMPLOYEES","LOWER CLASS","6","03:09:00","DAILY","04:01:00","57","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","32","PROTESTANT","JAVA","BACHELOR DEGREE","32","POLICE OFFICER/ARMY","UPPER CLASS","7","09:08:00","MONTHLY","10:00:00","24","STRONGLY AGREE","DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","45","HINDU","BALI","BACHELOR DEGREE","25","PRIVATE EMPLOYEES","UPPER CLASS","5","09:06:00","MONTHLY","09:08:00","27","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","DISAGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","49","CATHOLIC","JAVA","DIPLOMA","29","PRIVATE EMPLOYEES","LOWER CLASS","6","03:06:00","DAILY","03:08:00","67","STRONGLY AGREE","DISAGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","59","HINDU","BALI","SENIOR HIGH SCHOOL","32","PRIVATE EMPLOYEES","MIDDLE CLASS","6","05:07:00","WEEKLY","05:09:00","36","AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","53","ISLAM","MINANG","MASTER AND DOCTORAL DEGREE","26","ENTERPRENEUR","MIDDLE CLASS","6","06:04:00","WEEKLY","06:06:00","42","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","48","ISLAM","JAVA","BACHELOR DEGREE","23","ENTERPRENEUR","LOWER CLASS","6","03:04:00","DAILY","03:06:00","73","STRONGLY AGREE","DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","46","ISLAM","BATAK","SENIOR HIGH SCHOOL","16","ENTERPRENEUR","LOWER CLASS","6","02:09:00","DAILY","03:00:00","41","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","51","HINDU","BALI","MASTER AND DOCTORAL DEGREE","11","ENTERPRENEUR","MIDDLE CLASS","7","05:06:00","WEEKLY","05:07:00","33","AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","52","HINDU","BALI","JUNIOR HIGH SCHOOL","52","GOVERNMENT EMPLOYEES","UPPER CLASS","6","11:02:00","MONTHLY","11:03:00","19","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","25","HINDU","BALI","BACHELOR DEGREE","25","GOVERNMENT EMPLOYEES","LOWER CLASS","6","03:07:00","DAILY","03:08:00","69","STRONGLY AGREE","DISAGREE","STRONGLY AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","24","HINDU","BALI","SENIOR HIGH SCHOOL","24","GOVERNMENT EMPLOYEES","UPPER CLASS","6","10:06:00","MONTHLY","10:07:00","23","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","37","HINDU","BALI","MASTER AND DOCTORAL DEGREE","37","GOVERNMENT EMPLOYEES","UPPER CLASS","6","11:02:00","MONTHLY","11:03:00","25","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","56","ISLAM","OTHER","BACHELOR DEGREE","26","GOVERNMENT EMPLOYEES","LOWER CLASS","6","03:08:00","DAILY","03:09:00","57","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","32","HINDU","BALI","SENIOR HIGH SCHOOL","12","PRIVATE EMPLOYEES","MIDDLE CLASS","5","06:02:00","WEEKLY","06:03:00","43","STRONGLY AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","42","CATHOLIC","JAVA","DIPLOMA","24","PRIVATE EMPLOYEES","MIDDLE CLASS","6","05:08:00","WEEKLY","05:09:00","38","STRONGLY AGREE","DISAGREE","AGREE","AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","28","PROTESTANT","JAVA","SENIOR HIGH SCHOOL","28","PRIVATE EMPLOYEES","LOWER CLASS","5","03:01:00","DAILY","03:02:00","61","STRONGLY AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","29","ISLAM","OTHER","SENIOR HIGH SCHOOL","19","PRIVATE EMPLOYEES","MIDDLE CLASS","5","03:04:00","WEEKLY","03:05:00","58","DISAGREE","DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","DISAGREE","STRONGLY AGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","38","PROTESTANT","OTHER","SENIOR HIGH SCHOOL","28","ENTERPRENEUR","MIDDLE CLASS","6","05:06:00","WEEKLY","05:07:00","34","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","56","CATHOLIC","BALI","SENIOR HIGH SCHOOL","17","ENTERPRENEUR","UPPER CLASS","6","12:01:00","MONTHLY","12:02:00","26","NEITHER AGREE NOR DISAGREE","DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","32","HINDU","BALI","BACHELOR DEGREE","32","ENTERPRENEUR","LOWER CLASS","7","02:09:00","DAILY","03:00:00","57","NEITHER AGREE NOR DISAGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","FEMALE","29","HINDU","BALI","SENIOR HIGH SCHOOL","29","ENTERPRENEUR","UPPER CLASS","5","10:03:00","MONTHLY","10:04:00","24","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"DENPASAR","BALI","MALE","27","HINDU","BALI","BACHELOR DEGREE","27","ENTERPRENEUR","UPPER CLASS","6","14:02:00","MONTHLY","14:03:00","27","DISAGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
